Symbol,company,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),한국표준산업분류11차(세분류),한국표준산업분류11차(세세분류)
A311390,네오크레마,제조업,식료품 제조업,기타 식품 제조업,기타 식품 제조업,기타 식품 제조업
A192410,휴림네트웍스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,방송 및 무선 통신장비 제조업,방송 및 무선 통신장비 제조업
A377480,마음AI,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
A042110,에스씨디,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기기기 제조업,기타 가정용 전기기기 제조업
A196300,애니젠,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A330730,스톤브릿지벤처스,금융 및 보험업,금융업,기타 금융업,기타 금융업,기타 금융업
A377030,맥스트,정보통신업,출판업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
A041460,한국전자인증,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A150900,파수,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
A359090,씨엔알리서치,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업"
A032940,원익,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,기타 기계 및 장비 도매업,의료기기 도매업
A001620,케이비아이동국실업,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A317830,에스피시스템스,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,산업용 로봇 제조업,산업용 로봇 제조업
A052770,아이톡시,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,기타 전문 도매업,기타 전문 도매업
A004450,삼화왕관,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,그 외 기타 금속가공제품 제조업,금속 캔 및 기타 포장용기 제조업
A363250,진시스템,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,의료용 기기 제조업,의료용 기기 제조업
A071670,에이테크솔루션,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
A007370,진양제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,완제 의약품 제조업,생물 의약품 제조업
A271830,팸텍,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A250000,보라티알,도매 및 소매업,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,가공식품 도매업,기타 가공식품 도매업
A327260,RF머트리얼즈,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,기타 전자부품 제조업,그 외 기타 전자부품 제조업
A129920,대성하이텍,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,금속 절삭기계 제조업
A115500,케이씨에스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터시스템 통합 자문, 구축 및 관리업",컴퓨터시스템 통합 자문 및 구축 서비스업
A085310,엔케이,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방보일러, 금속탱크 및 유사 용기 제조업",금속탱크 및 저장용기 제조업
A140430,카티스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업"
A222040,코스맥스엔비티,제조업,식료품 제조업,기타 식품 제조업,기타 식품 제조업,기타 식품 제조업
A246960,SCL사이언스,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A046120,오르비텍,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,"기술 시험, 검사 및 분석업","기술 시험, 검사 및 분석업"
A277070,린드먼아시아,금융 및 보험업,금융업,신탁업 및 집합투자업,신탁업 및 집합투자업,기타 금융 투자업
A246720,아스타,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,체외 진단 시약 제조업
A097780,에코볼트,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차 신품 부품 제조업
A094840,슈프리마에이치큐,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업
A223310,딥마인드,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,상품 종합 도매업,상품 종합 도매업
A263700,케어랩스,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,광고업,광고업
A071090,하이스틸,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,강관 제조업
A254120,자비스,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A417970,모델솔루션,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
A236810,엔비티,"전문, 과학 및 기술 서비스업",전문 서비스업,광고업,광고 대행업,광고 대행업
A011300,성안머티리얼스,제조업,섬유제품 제조업; 의복제외,직물직조 및 직물제품 제조업,직물 직조업,화학섬유직물 직조업
A950110,SBI핀테크솔루션즈,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
A189690,포시에스,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
A068330,일신바이오,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기조화, 여과, 증류 및 가스발생기 제조업",산업용 냉장 및 냉동 장비 제조업
A024740,한일단조,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
A010640,진양폴리,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,플라스틱 발포 성형제품 제조업,기타 플라스틱 발포 성형제품 제조업
A413640,비아이매트릭스,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업
A052220,iMBC,정보통신업,방송 및 영상·오디오물 제공 서비스업,영상·오디오물 제공 서비스업,영상·오디오물 제공 서비스업,영상·오디오물 제공 서비스업
A246250,에스엘에스바이오,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업"
A003010,혜인,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,산업용 기계 및 장비 도매업,건설ㆍ광업용 기계 및 장비 도매업
A006740,영풍제지,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업","골판지, 종이 상자 및 종이 용기 제조업","골판지, 종이 상자 및 종이 용기 제조업"
A038870,에코바이오,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업,사업시설 유지ㆍ관리 서비스업
A265740,엔에프씨,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"세제, 화장품 및 광택제 제조업",화장품 제조업
A002140,고려산업,제조업,식료품 제조업,"곡물가공품, 전분 및 전분제품 제조업","곡물가공품, 전분 및 전분제품 제조업","곡물가공품, 전분 및 전분제품 제조업"
A111110,호전실업,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,기타 봉제의복 제조업,그 외 기타 봉제의복 제조업
A001260,남광토건,건설업,종합 건설업,토목 건설업,토목시설물 건설업,도로 건설업
A066670,디티씨,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,표시장치 제조업,액정 표시장치 제조업
A331920,셀레믹스,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업,기초 의약 물질 제조업
A171010,램테크놀러지,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업
A129260,인터지스,운수 및 창고업,육상운송 및 파이프라인 운송업,도로 화물 운송업,도로 화물 운송업,일반 화물자동차 운송업
A051490,나라엠앤디,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
A002760,보락,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업
A115310,인포바인,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,그 외 기타 전기 통신업
A290740,액트로,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,전자부품 제조업,전자부품 제조업
A064520,테크엘,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체소자 제조업","다이오드, 트랜지스터 및 유사 반도체소자 제조업"
A037370,EG,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,기초 화학물질 제조업,기초 화학물질 제조업
A155660,DSR,제조업,1차 금속 제조업,1차 비철금속 제조업,1차 비철금속 제조업,1차 비철금속 제조업
A021880,메이슨캐피탈,금융 및 보험업,금융업,기타 금융업,여신금융업,금융리스업
A217500,러셀,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업,특수 목적용 기계 제조업
A306040,에스제이그룹,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업","핸드백, 가방 및 기타 보호용 케이스 제조업",가방 및 기타 보호용 케이스 제조업
A109670,씨싸이트,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,봉제의복 제조업,봉제의복 제조업
A009770,삼정펄프,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업"
