종목명,Sector,Industry Group,Industry,10차표준(세분류),10차표준(세세분류),주요상품
아바코,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업,평판디스플레이제조용장비
유진테크,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,실리콘질화막증착용LP-CVD
레이저쎌,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,"에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등"
디바이스이엔지,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,OLED용 FM MASK 세정장비
디에이테크놀로지,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,2차전지설비
비아트론,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업,AMOLED 등 제조장비
테크윙,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)"
스마트솔루션즈,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업,
고영,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비
제이엔비,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업,"진공 펌프용 유틸리티 장치(Stacker 등), 정밀가공 부품"
탑엔지니어링,IT,디스플레이,디스플레이 및 관련 부품,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업,LCD Cell Line 자동화 장치
코스텍시스,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,RF PKG. Spacer
메카로,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,반도체용 전구체 및 히터블록
지니틱스,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,반도체 IC
덕산하이메탈,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,솔더볼(Solderball)
마이크로투나노,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,메모리 테스트용 프로브 카드
웰킵스하이텍,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,"DRIVER-IC,DDI Package,트랜스포머,코일"
일진디스플,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설"
하이딥,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,UIUX Solution
프로이천,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,합병
케이엔제이,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,"Edge Grinder, CVD-SiC Ring"
코아시아,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,LED패키지
그린리소스,IT,디스플레이,디스플레이 및 관련 부품,반도체 제조업,반도체 제조업,반도체 및 디스플레이 장비 보호코팅 및 소재
에이팩트,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,메모리 반도체 테스트
비씨엔씨,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,반도체용 합성쿼츠 포커스링
자람테크놀로지,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,"XGSPON, 기가와이어, 광트랜시버 등"
칩스앤미디어,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,비디오 IP
미코,IT,디스플레이,디스플레이 및 관련 부품,반도체 제조업,반도체 제조업,반도체 및 디스플레이 부품 제조
네패스,IT,반도체,반도체 및 관련 장비,반도체 제조업,반도체 제조업,반도체및TFT-LCD용현상액
코아시아씨엠,IT,하드웨어,IT 하드웨어,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,휴대폰용카메라렌즈모듈제조
해성옵틱스,IT,하드웨어,IT 하드웨어,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,휴대폰용 렌즈모듈 및 카메라모듈
서플러스글로벌,IT,반도체,반도체 및 관련 장비,산업용 기계 및 장비 도매업,기타 산업용 기계 및 장비 도매업,"반도체 제조용 장비, 유휴기계설비 도소매"
라온테크,IT,반도체,반도체 및 관련 장비,산업용 로봇 제조업,산업용 로봇 제조업,반도체 및 FPD용 로봇시스템
원익QnC,IT,반도체,반도체 및 관련 장비,산업용 유리 제조업,기타 산업용 유리제품 제조업,반도체용 석영유리
인콘,IT,하드웨어,IT 하드웨어,상품 종합 도매업,상품 종합 도매업,영상보안장비 및 영상보안솔루션
현대코퍼레이션,IT,하드웨어,IT 하드웨어,상품 종합 도매업,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발"
이엘씨,IT,반도체,반도체 및 관련 장비,상품 중개업,상품 중개업,반도체장비용 유량계와 유량 제어장치
윌비스,IT,하드웨어,IT 하드웨어,"생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",남녀용 겉옷 및 셔츠 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대"
제넨바이오,IT,하드웨어,IT 하드웨어,생활용품 도매업,생활용품 도매업,휴대폰윈도우
골드앤에스,IT,하드웨어,IT 하드웨어,"서적, 잡지 및 기타 인쇄물 출판업","서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD"
한글과컴퓨터,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,오피스소프트웨어
넥써쓰,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,모바일게임
아티스트유나이티드,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼
딥노이드,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"의료 인공지능플랫폼, 인공지능 임상의사결정 시스템"
나무기술,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업
신테카바이오,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스
현대오토에버,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"전산실운영, 시스템구축, 전산장비 납품, SOC/건축 사업"
샌즈랩,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,사이버 위협 인텔리전스(CTI)
모바일어플라이언스,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS"
이노뎁,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,영상인식 및 데이터플랫폼 솔루션
수산아이앤티,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등"
SGA,IT,하드웨어,IT 하드웨어,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매"
씨이랩,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,빅데이터플랫폼
NHN벅스,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스"
크라우드웍스,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,인공지능 데이터 구축 서비스
싸이버원,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,보안관제 및 보안컨설팅 등
SOOP,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,1인미디어플랫폼
FSN,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,카울리
넥슨게임즈,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,온라인 및 모바일 게임
KG모빌리언스,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,유무선전화결제서비스
썸에이지,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
엠로,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"기업용 공급망관리 소프트웨어, AI 디지털혁신 소프트웨어, 공급망관리 클라우드 서비스"
비투엔,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"데이터컨설팅, 품질관리 솔루션"
오상자이엘,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,CATIA Solution
휴네시온,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,망간자료전송(i-oneNet)
토마토시스템,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"UI/UX솔루션, 대학정보화사업 SW"
네오위즈홀딩스,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,지주사업
라온피플,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서"
모코엠시스,IT,소프트웨어,"인터넷 서비스, IT 서비스, 일반 소프트웨어, 게임 소프트웨어",소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,"연계솔루션, 보안솔루션, APM솔루션"
